Place name,Total Score,Street,City,State,Country Code,Website,Phone,Categories,URL,Category Name,Demo Website URL
Punjab Highway Restaurant & Catering Services,4.1,MusaffahME-9,,Abu Dhabi,AE,,+971 2 551 9119,"Restaurant, Catering food and drink supplier, Caterer, Indian restaurant, North Indian restaurant, Punjabi restaurant",https://www.google.com/maps/search/?api=1&query=Punjab%20Highway%20Restaurant%20%26%20Catering%20Services&query_place_id=ChIJX2qzpjpHXj4REBxmJrpMH-w,Restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/punjab-highway-restaurant-catering-services-144.html
Kailash Parbat Restaurant LLC YAS MALL FOOD COURT L1-106 YAS ISLAND ABUDHABI UAE,3.7,"For Delivery Pick Up Cinema Parking L.G Parking - Abu Dhabi, Cinema Parking, L1-106 YASMALL",,Abu Dhabi,AE,,+971 2 665 7000,Restaurant,https://www.google.com/maps/search/?api=1&query=Kailash%20Parbat%20Restaurant%20LLC%20YAS%20MALL%20FOOD%20COURT%20L1-106%20YAS%20ISLAND%20ABUDHABI%20UAE&query_place_id=ChIJTS19MNxFXj4RoyII34H0Hp8,Restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/kailash-parbat-restaurant-llc-yas-mall-food-court-l1-106-yas-island-abudhabi-uae.html
Abu Dhabi Golf Resort,4.5,,,Abu Dhabi,AE,,,"Hotel, Spa, Meeting planning service, Wedding venue",https://www.google.com/maps/search/?api=1&query=Abu%20Dhabi%20Golf%20Resort&query_place_id=ChIJaVu-AqlGXj4Rol1jDv2oPSc,Hotel,https://abdulbaasithere.github.io/cafe-leads-demo/abu-dhabi-golf-resort.html
China Restaurant,4.4,Sheikh Hamdan Bin Mohammed Street (Hamdan Street),,Abu Dhabi,AE,,+971 2 659 2973,Chinese restaurant,https://www.google.com/maps/search/?api=1&query=China%20Restaurant&query_place_id=ChIJP7yC6WVmXj4RoYvuI_KW1X8,Chinese restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/china-restaurant.html
African Dishes Restaurant,4.3,5 شارع اللِّثام,,Abu Dhabi,AE,,+971 52 518 4570,African restaurant,https://www.google.com/maps/search/?api=1&query=African%20Dishes%20Restaurant&query_place_id=ChIJb8SveNVnXj4RkFJ-tw9zmG4,African restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/african-dishes-restaurant.html
Mongolian Chinese Restaurant,4.1,"Opposite abudhabi mall - Block A,Khalifa residential complex - 10th St",,Abu Dhabi,AE,,+971 2 645 1500,Chinese restaurant,https://www.google.com/maps/search/?api=1&query=Mongolian%20Chinese%20Restaurant&query_place_id=ChIJezUZx1FmXj4Rs9m1rnf_xQY,Chinese restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/mongolian-chinese-restaurant.html
Muscle Machine Restaurants (NH2) Abu Dhabi,5.0,F97P+MG3,,Abu Dhabi,AE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Muscle%20Machine%20Restaurants%20(NH2)%20Abu%20Dhabi&query_place_id=ChIJBVRHmEtnXj4RN1ugeNxRS-A,Restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/muscle-machine-restaurants-nh2-abu-dhabi.html
Chhappan Bhog- Pure Vegetarian Indian Restaurant & Sweet Shop,3.6,"Downtown, Al Reef Community Mall",,Abu Dhabi,AE,,+971 56 117 6230,"Indian restaurant, Delivery service, Indian sweets shop, South Indian restaurant, Vegetarian restaurant",https://www.google.com/maps/search/?api=1&query=Chhappan%20Bhog-%20Pure%20Vegetarian%20Indian%20Restaurant%20%26%20Sweet%20Shop&query_place_id=ChIJc9UYV2FJXj4ROwHibtpOFJM,Indian restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/chhappan-bhog-pure-vegetarian-indian-restaurant-sweet-shop.html
Tasty Thanjavur Restaurant(South Indian Tamil Restaurant),3.5,F9H5+C5J - Unnamed Road,,Abu Dhabi,AE,,+971 54 426 0295,Indian restaurant,https://www.google.com/maps/search/?api=1&query=Tasty%20Thanjavur%20Restaurant(South%20Indian%20Tamil%20Restaurant)&query_place_id=ChIJH-_lEktnXj4RMiJxRLNPn-Y,Indian restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/tasty-thanjavur-restaurantsouth-indian-tamil-restaurant.html
Big Boy Restaurant,4.8,Beeshan St,,Abu Dhabi,AE,,+971 2 575 7141,Fast food restaurant,https://www.google.com/maps/search/?api=1&query=Big%20Boy%20Restaurant&query_place_id=ChIJRb4o9axlXj4Ro_S40V4AQUE,Fast food restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/big-boy-restaurant.html
Station India Restaurant,3.9,F9P7+GGG - Electra St,,Abu Dhabi,AE,,+971 2 632 9526,"Vegetarian restaurant, Indian restaurant, Indian sweets shop, Indian takeaway",https://www.google.com/maps/search/?api=1&query=Station%20India%20Restaurant&query_place_id=ChIJHybvXBxnXj4Rn78FO6WGzFg,Vegetarian restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/station-india-restaurant.html
Kasla Night Coffee Shop,1.5,8 Bdayer St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Kasla%20Night%20Coffee%20Shop&query_place_id=ChIJo0MsGgA5Xj4RUOtECGrno9E,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/kasla-night-coffee-shop.html
MSM - FRESH COFFEE ISLAND - YAS MALL,4.0,درب يَاس,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=MSM%20-%20FRESH%20COFFEE%20ISLAND%20-%20YAS%20MALL&query_place_id=ChIJq9lWDQhFXj4RnzHwkMRuDyU,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/msm-fresh-coffee-island-yas-mall.html
Promise Coffee shop,3.0,22 Al Mithyar St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Promise%20Coffee%20shop&query_place_id=ChIJdTqDFgA5Xj4RcnpG0gfQrGM,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/promise-coffee-shop.html
Daily choice coffee shop Ethiopian اثيوبي أثيوبي مقهى كوفي,3.0,8GMP+5G4,,Abu Dhabi,AE,,+971 52 694 0419,Coffee shop,https://www.google.com/maps/search/?api=1&query=Daily%20choice%20coffee%20shop%20Ethiopian%20%D8%A7%D8%AB%D9%8A%D9%88%D8%A8%D9%8A%20%D8%A3%D8%AB%D9%8A%D9%88%D8%A8%D9%8A%20%D9%85%D9%82%D9%87%D9%89%20%D9%83%D9%88%D9%81%D9%8A&query_place_id=ChIJ_3r-eHA5Xj4RylkMtf8oxrQ,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/daily-choice-coffee-shop-ethiopian.html
Jawharat Al Mushrif Coffee shop,1.0,26 Al Balam St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Jawharat%20Al%20Mushrif%20Coffee%20shop&query_place_id=ChIJ8UpAAQA5Xj4RlXAJaFBRCb0,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/jawharat-al-mushrif-coffee-shop.html
Mekelle Coffee Shop,3.5,14 Um Al ʹImad St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Mekelle%20Coffee%20Shop&query_place_id=ChIJu7_acgA5Xj4RsYhiAlINhXU,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/mekelle-coffee-shop.html
Arada Coffee Shop,,10 Asab St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Arada%20Coffee%20Shop&query_place_id=ChIJRUN_aAA5Xj4RtA_M8V-e__M,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/arada-coffee-shop.html
Bright Classic ​Coffee shop,2.0,7 اللقا,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Bright%20Classic%20%E2%80%8BCoffee%20shop&query_place_id=ChIJYQ2lKQA5Xj4RztFeP0BVpB4,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/bright-classic-coffee-shop.html
Flower White Coffee shop,,13 Asab St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Flower%20White%20Coffee%20shop&query_place_id=ChIJsXM3UQA5Xj4Rnh0DN90OQfY,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/flower-white-coffee-shop.html
Moon island resort,5.0,GC4X+5R9,,Dubai,AE,,,Hotel,https://www.google.com/maps/search/?api=1&query=Moon%20island%20resort&query_place_id=ChIJq2tUcvFdXj4Rw74Eo5PM83o,Hotel,https://abdulbaasithere.github.io/cafe-leads-demo/moon-island-resort.html
Marina AlBateen Resort,4.0,F82P+9G8,,Abu Dhabi,AE,,+971 56 176 7415,Marina,https://www.google.com/maps/search/?api=1&query=Marina%20AlBateen%20Resort&query_place_id=ChIJ24BLIPhlXj4RR_9LvLZ4kK4,Marina,https://abdulbaasithere.github.io/cafe-leads-demo/marina-albateen-resort.html
Thiniscole Extra Luxus Resort Abu Dahbi,5.0,G94H+5FM,,Abu Dhabi,AE,,,Resort hotel,https://www.google.com/maps/search/?api=1&query=Thiniscole%20Extra%20Luxus%20Resort%20Abu%20Dahbi&query_place_id=ChIJ27xOXABnXj4RTwBoJ_TpO2U,Resort hotel,https://abdulbaasithere.github.io/cafe-leads-demo/thiniscole-extra-luxus-resort-abu-dahbi.html
Feather Resort,,,,Abu Dhabi,AE,,+971 50 133 2061,Resort hotel,https://www.google.com/maps/search/?api=1&query=Feather%20Resort&query_place_id=ChIJbY-AcaJBXj4RbkkFfcBiGfU,Resort hotel,https://abdulbaasithere.github.io/cafe-leads-demo/feather-resort.html
Radisson Blu Hotel & Resort Beach Club,3.7,323 King Abdullah Bin Abdulaziz Al Saud St,,Abu Dhabi,AE,,+971 2 681 1900,Club,https://www.google.com/maps/search/?api=1&query=Radisson%20Blu%20Hotel%20%26%20Resort%20Beach%20Club&query_place_id=ChIJsehJsoBlXj4RluMR7wTXS4c,Club,https://abdulbaasithere.github.io/cafe-leads-demo/radisson-blu-hotel-resort-beach-club.html
Emirates Resort Private Beach,5.0,F877+6G,,Abu Dhabi,AE,,,Park,https://www.google.com/maps/search/?api=1&query=Emirates%20Resort%20Private%20Beach&query_place_id=ChIJc5PJjKhlXj4RAjn7ngov8Po,Park,https://abdulbaasithere.github.io/cafe-leads-demo/emirates-resort-private-beach.html
Abu Dhabi Grand Rotana Sadiyat,4.8,GCRJ+Q79 - Shati Al Sa'diyat St,,Abu Dhabi,AE,,+971 55 261 6156,Hotel,https://www.google.com/maps/search/?api=1&query=Abu%20Dhabi%20Grand%20Rotana%20Sadiyat&query_place_id=ChIJG7JJfwBnXj4R01AhRWHD-9c,Hotel,https://abdulbaasithere.github.io/cafe-leads-demo/abu-dhabi-grand-rotana-sadiyat.html
Al Raha Beach Resort & Spa Grand Ballroom,,CHQF+7FJ - Channel St,,Abu Dhabi,AE,,+971 2 508 0555,Banquet hall,https://www.google.com/maps/search/?api=1&query=Al%20Raha%20Beach%20Resort%20%26%20Spa%20Grand%20Ballroom&query_place_id=ChIJS7eLVQBFXj4RfOBw-gAKnA0,Banquet hall,https://abdulbaasithere.github.io/cafe-leads-demo/al-raha-beach-resort-spa-grand-ballroom.html
AL MAMERI RESORTS,4.3,Rawdhah Residence - 80 Al Ghureefah St,,Abu Dhabi,AE,,,Housing development,https://www.google.com/maps/search/?api=1&query=AL%20MAMERI%20RESORTS&query_place_id=ChIJRbygRVxDXj4RiCzyZpw9fVE,Housing development,https://abdulbaasithere.github.io/cafe-leads-demo/al-mameri-resorts.html
Fairmont Tower 3,4.1,43 Ar Rasi St,,Abu Dhabi,AE,,,Housing society,https://www.google.com/maps/search/?api=1&query=Fairmont%20Tower%203&query_place_id=ChIJnZDb9cc4Xj4R4oNTRs_jkpE,Housing society,https://abdulbaasithere.github.io/cafe-leads-demo/fairmont-tower-3.html
Ahla Coffee shop,,4 هياير,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Ahla%20Coffee%20shop&query_place_id=ChIJXx8RLAA5Xj4RI-n5ig4ZwwA,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/ahla-coffee-shop.html
Walllaga Star Coffee shop,1.0,7 هياير,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Walllaga%20Star%20Coffee%20shop&query_place_id=ChIJQ3UwJQA5Xj4ROjOxzjsYkeY,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/walllaga-star-coffee-shop.html
Zekra Coffee Shop,,32 Dolphin St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Zekra%20Coffee%20Shop&query_place_id=ChIJB7sgPAA5Xj4RrvV6vdaIXng,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/zekra-coffee-shop.html
Ethiopian Star ​Coffee shop,3.0,9 Yaw Al Ghuweifat St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Ethiopian%20Star%20%E2%80%8BCoffee%20shop&query_place_id=ChIJ7wghZQA5Xj4RalTK228uo7c,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/ethiopian-star-coffee-shop.html
Zekra coffee shop,,,,Abu Dhabi,AE,,+971 52 823 3329,Coffee shop,https://www.google.com/maps/search/?api=1&query=Zekra%20coffee%20shop&query_place_id=ChIJP5LlJFc5Xj4RCnGXL65LGzI,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/zekra-coffee-shop-178.html
Aldera coffee shop مقهى الديره,3.0,"M11 - المصفح , الشعبية , شرق 11 شارع الدلفين بناية 6235 - Bldg no. 6235",,Abu Dhabi,AE,,+971 55 314 5666,Coffee shop,https://www.google.com/maps/search/?api=1&query=Aldera%20coffee%20shop%20%D9%85%D9%82%D9%87%D9%89%20%D8%A7%D9%84%D8%AF%D9%8A%D8%B1%D9%87&query_place_id=ChIJH9sE12o5Xj4RKPNkhfttyPw,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/aldera-coffee-shop.html
Fun Land Coffee shop,,16 Shiʹbat Ath Thiqab St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Fun%20Land%20Coffee%20shop&query_place_id=ChIJ6QztVAA5Xj4RwqU0Dv7KeuE,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/fun-land-coffee-shop.html
Shumue Alward Coffee shop,,8GFQ+6CC,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Shumue%20Alward%20Coffee%20shop&query_place_id=ChIJSbaDWAA5Xj4R0wCE4Z1XOCY,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/shumue-alward-coffee-shop.html
Celebrities Coffee Shop,,Oriental Hotel Appartments Al Zahia 14th floor - Zayed The First St,,Abu Dhabi,AE,,+971 50 695 5999,Coffee shop,https://www.google.com/maps/search/?api=1&query=Celebrities%20Coffee%20Shop&query_place_id=ChIJv9rPrYtnXj4R9GCJ0CBLgY8,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/celebrities-coffee-shop.html
Almaz Coffee shop,,8 Al Manafidh St,,Abu Dhabi,AE,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Almaz%20Coffee%20shop&query_place_id=ChIJrwiMNLM5Xj4RrA7h_uj8E18,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/almaz-coffee-shop.html
Brew spot specialty coffee - للقهوة المختصة,4.7,شارع عرادة,,Abu Dhabi,AE,,+971 52 556 2658,Coffee shop,https://www.google.com/maps/search/?api=1&query=Brew%20spot%20specialty%20coffee%20-%20%D9%84%D9%84%D9%82%D9%87%D9%88%D8%A9%20%D8%A7%D9%84%D9%85%D8%AE%D8%AA%D8%B5%D8%A9&query_place_id=ChIJ4XqyS3FnXj4RQAvTv52wm88,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/brew-spot-specialty-coffee.html
Jumeirah Lobby,4.7,HF62+3W3,,Abu Dhabi,AE,,,Hotel,https://www.google.com/maps/search/?api=1&query=Jumeirah%20Lobby&query_place_id=ChIJx6Pi6n5dXj4R4RE3JmZMieE,Hotel,https://abdulbaasithere.github.io/cafe-leads-demo/jumeirah-lobby.html
Zen the Spa,4.4,Saadiyat Rotana Resort & Villas,,Abu Dhabi,AE,,+971 2 697 0000,Spa,https://www.google.com/maps/search/?api=1&query=Zen%20the%20Spa&query_place_id=ChIJBy--_MtnXj4RWhfd7swmGWM,Spa,https://abdulbaasithere.github.io/cafe-leads-demo/zen-the-spa.html
Modern 2BR Duplex w Resort-Style Amenities,,,,Abu Dhabi,AE,,,"Apartment, Vacation rental",https://www.google.com/maps/search/?api=1&query=Modern%202BR%20Duplex%20w%20Resort-Style%20Amenities&query_place_id=ChIJB163RLtIXj4RnsAzSg7MAYs,Apartment,https://abdulbaasithere.github.io/cafe-leads-demo/modern-2br-duplex-w-resort-style-amenities.html
Perla Rosa Boutique Salon,4.2,Royal M Hotels and Resorts Villa 08A Royal M Hotel,,Abu Dhabi,AE,,+971 54 794 3535,Beauty salon,https://www.google.com/maps/search/?api=1&query=Perla%20Rosa%20Boutique%20Salon&query_place_id=ChIJi0iftIdpXj4RbTQGra4kFxE,Beauty salon,https://abdulbaasithere.github.io/cafe-leads-demo/perla-rosa-boutique-salon.html
Babies Resort Nursery,4.4,353 Mubarak Bin Mohammed St,,Abu Dhabi,AE,,+971 54 888 8421,Nursery school,https://www.google.com/maps/search/?api=1&query=Babies%20Resort%20Nursery&query_place_id=ChIJ8yPrlg9mXj4ROqS0H5M9-wY,Nursery school,https://abdulbaasithere.github.io/cafe-leads-demo/babies-resort-nursery.html
Imperial King Room Near Sheraton Resort Abu Dhabi,,,,Abu Dhabi,AE,,,"Lodging, Vacation rental",https://www.google.com/maps/search/?api=1&query=Imperial%20King%20Room%20Near%20Sheraton%20Resort%20Abu%20Dhabi&query_place_id=ChIJo5-Op4pmXj4RGQn9rMxJwaI,Lodging,https://abdulbaasithere.github.io/cafe-leads-demo/imperial-king-room-near-sheraton-resort-abu-dhabi.html
Yas Island Resort with Beach Access | Cosy Studio,,,,Abu Dhabi,AE,,,"Lodging, Vacation rental",https://www.google.com/maps/search/?api=1&query=Yas%20Island%20Resort%20with%20Beach%20Access%20%7C%20Cosy%20Studio&query_place_id=ChIJwQedmJFFXj4RnZl3wTbOY-0,Lodging,https://abdulbaasithere.github.io/cafe-leads-demo/yas-island-resort-with-beach-access-cosy-studio.html
Al Gurm West,,,,Abu Dhabi,AE,,,,https://www.google.com/maps/search/?api=1&query=Al%20Gurm%20West&query_place_id=ChIJ--N4MLFpXj4R3IfkBFZqImM,,https://abdulbaasithere.github.io/cafe-leads-demo/al-gurm-west.html
Modest Gift,5.0,Saadiyat Rotana Resort & Villas,,Abu Dhabi,AE,,+971 52 450 0427,"Gift shop, Chocolate shop, Cosmetics store, Swimwear store, Toy store",https://www.google.com/maps/search/?api=1&query=Modest%20Gift&query_place_id=ChIJ2aH-sx5nXj4RNDB11hJUbLY,Gift shop,https://abdulbaasithere.github.io/cafe-leads-demo/modest-gift.html
Wave Bar - ويف بار,4.2,"Al Forsan International Sports Resort Khalifa City A, Street No.12, Near Abu Dhabi Golf Club",,Abu Dhabi,AE,,,Bar & grill,https://www.google.com/maps/search/?api=1&query=Wave%20Bar%20-%20%D9%88%D9%8A%D9%81%20%D8%A8%D8%A7%D8%B1&query_place_id=ChIJxa3E6ydHXj4RmE1NPQaRZj8,Bar & grill,https://abdulbaasithere.github.io/cafe-leads-demo/wave-bar.html
Shades,4.7,CGCH+558,,Abu Dhabi,AE,,+971 2 616 9999,Lounge bar,https://www.google.com/maps/search/?api=1&query=Shades&query_place_id=ChIJM9pvgwFEXj4RHm8nH3Av93E,Lounge bar,https://abdulbaasithere.github.io/cafe-leads-demo/shades.html
Flavours,4.3,"Sheraton Abu Dhabi Hotel & Resort, Corniche Road East",,Abu Dhabi,AE,,+971 54 791 9022,Restaurant,https://www.google.com/maps/search/?api=1&query=Flavours&query_place_id=ChIJN4lByIpmXj4R38p9hAp-d6o,Restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/flavours.html
Top House Hostel,4.5,Mohammed Bin Zayed - Al milar Street,,Abu Dhabi,AE,,+971 55 601 1391,Hostel,https://www.google.com/maps/search/?api=1&query=Top%20House%20Hostel&query_place_id=ChIJX7MtRKY5Xj4RxGBCwf1ySSY,Hostel,https://abdulbaasithere.github.io/cafe-leads-demo/top-house-hostel.html
Cafe Shore,5.0,Resorts & Spa by Andalus - السِيف,,Abu Dhabi,AE,,+971 56 940 3995,Coffee shop,https://www.google.com/maps/search/?api=1&query=Cafe%20Shore&query_place_id=ChIJT5rAahFDXj4Rl_J3Ru1M2DA,Coffee shop,https://abdulbaasithere.github.io/cafe-leads-demo/cafe-shore.html
Finance Office Andalus,5.0,,,Abu Dhabi,AE,,+971 2 203 1333,Corporate office,https://www.google.com/maps/search/?api=1&query=Finance%20Office%20Andalus&query_place_id=ChIJAY1HlWBCXj4RQxUuLv3LrhU,Corporate office,https://abdulbaasithere.github.io/cafe-leads-demo/finance-office-andalus.html
Al Forsan Village,,,,Abu Dhabi,AE,,,,https://www.google.com/maps/search/?api=1&query=Al%20Forsan%20Village&query_place_id=ChIJpW4SqpRGXj4Rmp7soCVUGrA,,https://abdulbaasithere.github.io/cafe-leads-demo/al-forsan-village.html
Saray Deluxe Hotel Apartments,4.1,شارع السراي,,Abu Dhabi,AE,,+971 2 444 1222,Hotel,https://www.google.com/maps/search/?api=1&query=Saray%20Deluxe%20Hotel%20Apartments&query_place_id=ChIJyYttE2hHXj4RyOjvnFARdWw,Hotel,https://abdulbaasithere.github.io/cafe-leads-demo/saray-deluxe-hotel-apartments.html
Ritz Park Tower,4.3,Al Qiyadah St,,Abu Dhabi,AE,,,"Hotel, Apartment building",https://www.google.com/maps/search/?api=1&query=Ritz%20Park%20Tower&query_place_id=ChIJGyx6PypDXj4R2kzijks5HBA,Hotel,https://abdulbaasithere.github.io/cafe-leads-demo/ritz-park-tower.html
Abu Dhabi National Hotels,4.3,"Ariport Road , Near Carrefour, Behind Emirates Motor Company",,Abu Dhabi,AE,,+971 2 444 7228,"Corporate office, Hotel",https://www.google.com/maps/search/?api=1&query=Abu%20Dhabi%20National%20Hotels&query_place_id=ChIJoWZ1sgpmXj4RRjq3Ll3oQuI,Corporate office,https://abdulbaasithere.github.io/cafe-leads-demo/abu-dhabi-national-hotels.html
Jannah Place - Jannah Residences,4.3,4 - 02 شارع الوَعْبِين,,Abu Dhabi,AE,,+971 2 307 6307,Hotel,https://www.google.com/maps/search/?api=1&query=Jannah%20Place%20-%20Jannah%20Residences&query_place_id=ChIJVxPqw05mXj4RN2KXbDb552g,Hotel,https://abdulbaasithere.github.io/cafe-leads-demo/jannah-place-jannah-residences.html
Al Diar Mina Hotel,3.4,Corniche Area - Al Meena St,,Abu Dhabi,AE,,+971 2 678 1000,"Hotel, Coffee shop, Restaurant",https://www.google.com/maps/search/?api=1&query=Al%20Diar%20Mina%20Hotel&query_place_id=ChIJkxvALudlXj4Rujcyddg-fA0,Hotel,https://abdulbaasithere.github.io/cafe-leads-demo/al-diar-mina-hotel.html
RAINBOW HOTEL APARTMENTS,3.5,Hamdan Bin Mohammed St - near LLH Hospital,,Abu Dhabi,AE,,+971 2 401 6999,Hotel,https://www.google.com/maps/search/?api=1&query=RAINBOW%20HOTEL%20APARTMENTS&query_place_id=ChIJ6fpTVUZnXj4RJwqp8Cjr-Ig,Hotel,https://abdulbaasithere.github.io/cafe-leads-demo/rainbow-hotel-apartments.html
Yas hotel,5.0,Yas Viceroy Abu Dhabi Hotel,,Abu Dhabi,AE,,,Hotel,https://www.google.com/maps/search/?api=1&query=Yas%20hotel&query_place_id=ChIJqye1TgBFXj4RcztRH8a3s-I,Hotel,https://abdulbaasithere.github.io/cafe-leads-demo/yas-hotel.html
Fresh Basil (Dining In The Dark),4.9,F85C+45V,,Abu Dhabi,AE,,,Family restaurant,https://www.google.com/maps/search/?api=1&query=Fresh%20Basil%20(Dining%20In%20The%20Dark)&query_place_id=ChIJKxN_NJJlXj4ReLCATSM4plg,Family restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/fresh-basil-dining-in-the-dark.html
Kazan Gourmet,4.6,732 Sheikh Zayed Bin Sultan St,,Abu Dhabi,AE,,+971 2 658 5868,Fine dining restaurant,https://www.google.com/maps/search/?api=1&query=Kazan%20Gourmet&query_place_id=ChIJw55pxI1pXj4RMVq1-XN8Er4,Fine dining restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/kazan-gourmet.html
"The Eclipse Boutique Suites, Abu Dhabi",3.9,Liwa Street - 9 Butti Bin Khadim Al Qubaisi St,,Abu Dhabi,AE,,,"Hotel, Extended stay hotel, Restaurant",https://www.google.com/maps/search/?api=1&query=The%20Eclipse%20Boutique%20Suites%2C%20Abu%20Dhabi&query_place_id=ChIJXwfp8TVCXj4RD6r6eDSu8kw,Hotel,https://abdulbaasithere.github.io/cafe-leads-demo/the-eclipse-boutique-suites-abu-dhabi.html
Pura Eco Retreat - Jubail Island,4.7,"Pura Eco Retreat, Jubail Island",,Abu Dhabi,AE,,,Hotel,https://www.google.com/maps/search/?api=1&query=Pura%20Eco%20Retreat%20-%20Jubail%20Island&query_place_id=ChIJvUP88fNdXj4RQNp5ic7iSJo,Hotel,https://abdulbaasithere.github.io/cafe-leads-demo/pura-eco-retreat-jubail-island.html
Blk.Restaurant,4.6,,,Abu Dhabi,AE,,+971 2 666 5008,Restaurant,https://www.google.com/maps/search/?api=1&query=Blk.Restaurant&query_place_id=ChIJz8NgRvdDXj4RDBzMSQFOUeo,Restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/blkrestaurant.html
The Starlight at Warner Bros.Plaza,4.9,FHRX+MW7,,Abu Dhabi,AE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=The%20Starlight%20at%20Warner%20Bros.Plaza&query_place_id=ChIJPwLpPSlFXj4RaGVVF83QeoU,Restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/the-starlight-at-warner-brosplaza.html
Weekend BBQ,4.3,F93P+3F7 - Airport Rd,,Abu Dhabi,AE,,,"Fine dining restaurant, Mediterranean restaurant",https://www.google.com/maps/search/?api=1&query=Weekend%20BBQ&query_place_id=ChIJgTRXsCppXj4Rs9bGaYLasbU,Fine dining restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/weekend-bbq.html
Entrecote Café de Paris (The Souk at Qaryat Al Beri),4.5,The Souq Qaryat Al Beri Area,,Abu Dhabi,AE,,+971 2 557 6508,"French steakhouse restaurant, Restaurant, Steak house, Swiss restaurant",https://www.google.com/maps/search/?api=1&query=Entrecote%20Caf%C3%A9%20de%20Paris%20(The%20Souk%20at%20Qaryat%20Al%20Beri)&query_place_id=ChIJQ2iqg2JBXj4RboH9bJe7Alc,French steakhouse restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/entrecote-caf-de-paris-the-souk-at-qaryat-al-beri.html
Mawal Restaurant,4.5,1st Floor - شارع الأَحْكَام,,Abu Dhabi,AE,,+971 2 622 0049,"Fine dining restaurant, Restaurant",https://www.google.com/maps/search/?api=1&query=Mawal%20Restaurant&query_place_id=ChIJu-Ynif1lXj4RYFvvHryomgg,Fine dining restaurant,https://abdulbaasithere.github.io/cafe-leads-demo/mawal-restaurant.html
